id_registro,data_evento,cidade,operadora,evento,latitude,longitude,tecnologia,banda,earfcn,pci,rsrp,rsrq,sinr
177,2025-09-01 13:44:29,Vitória,BRCOMUNICACAO,HTTP,-20.394395,-40.343967,4G,B28 (700MHz),9647,166,-79.7,-11.6,12.5
178,2025-09-03 18:23:18,Belo Horizonte,BRASTEL,HTTP,-19.824237,-44.021259,4G,B28 (700MHz),9628,407,-104.8,-7.5,-0.2
179,2025-09-05 17:21:58,Rio de Janeiro,BRCOMUNICACAO,YouTube,-22.927821,-43.182044,4G,B28 (700MHz),9625,368,-95.5,-9.9,12.7
180,2025-09-01 07:11:58,Brasília,BRASILCOM,Ping,-15.82629,-47.812997,4G,B28 (700MHz),9568,120,-79.3,-8.0,14.0
181,2025-09-02 07:31:39,Vitória,BRCOMUNICACAO,HTTP,-20.267754,-40.228102,4G,B28 (700MHz),9420,403,-92.0,-9.4,0.6
182,2025-09-10 00:28:54,São Paulo,BRCOMUNICACAO,Ping,-23.645159,-46.638234,4G,B28 (700MHz),9627,109,-89.6,-13.4,3.5
183,2025-09-03 22:47:56,Belo Horizonte,BRASTEL,YouTube,-19.993734,-43.98446,4G,B28 (700MHz),9591,433,-75.9,-6.0,5.9
184,2025-09-09 09:27:17,Brasília,BRCOMUNICACAO,Ping,-15.808672,-47.826549,4G,B28 (700MHz),9429,137,-78.3,-5.4,7.6
185,2025-09-06 22:34:08,São Paulo,BRASTEL,HTTP,-23.535397,-46.62117,4G,B28 (700MHz),9577,418,-98.9,-8.3,1.9
186,2025-09-05 14:20:16,Vitória,BRCOMUNICACAO,YouTube,-20.366159,-40.28001,4G,B28 (700MHz),9519,147,-94.5,-5.7,10.9
187,2025-09-09 04:45:36,Brasília,BRASTEL,Voz,-15.874159,-47.90164,4G,B28 (700MHz),9583,462,-98.7,-6.5,19.1
188,2025-09-05 13:15:09,Brasília,BRASILCOM,Ping,-15.793496,-47.880521,4G,B28 (700MHz),9539,190,-104.2,-6.3,15.1
189,2025-09-07 03:26:14,Vitória,BRASILCOM,HTTP,-20.374584,-40.237776,4G,B28 (700MHz),9419,487,-104.6,-8.3,6.7
190,2025-09-10 17:02:15,Belo Horizonte,BRCOMUNICACAO,Ping,-19.97941,-43.884941,4G,B28 (700MHz),9569,384,-88.6,-12.9,17.8
191,2025-09-04 14:59:33,Rio de Janeiro,BRCOMUNICACAO,YouTube,-22.935413,-43.248082,4G,B28 (700MHz),9414,46,-83.8,-12.8,15.0
192,2025-09-01 08:02:13,São Paulo,BRCOMUNICACAO,YouTube,-23.631412,-46.608696,4G,B28 (700MHz),9550,121,-106.9,-6.0,18.9
193,2025-09-10 05:06:42,Brasília,BRASTEL,YouTube,-15.71269,-47.890915,4G,B28 (700MHz),9554,288,-88.8,-8.8,9.7
194,2025-09-09 02:57:32,São Paulo,BRCOMUNICACAO,HTTP,-23.458384,-46.671352,4G,B28 (700MHz),9556,312,-91.1,-7.2,10.0
195,2025-09-06 11:01:43,Vitória,BRASTEL,Ping,-20.320857,-40.213242,4G,B28 (700MHz),9424,484,-97.5,-12.2,14.4
196,2025-09-05 23:37:37,Rio de Janeiro,BRCOMUNICACAO,Ping,-22.861221,-43.146515,4G,B28 (700MHz),9452,61,-80.8,-12.4,-0.5
197,2025-09-05 15:49:55,São Paulo,BRASTEL,Ping,-23.47725,-46.694855,4G,B28 (700MHz),9537,128,-97.4,-5.4,8.2
198,2025-09-04 22:24:33,Rio de Janeiro,BRASILCOM,Voz,-22.883429,-43.247607,4G,B28 (700MHz),9491,231,-101.6,-5.6,-0.3
199,2025-09-10 04:05:18,Rio de Janeiro,BRCOMUNICACAO,Ping,-22.9608,-43.211908,4G,B28 (700MHz),9521,146,-78.5,-8.6,13.9
200,2025-09-01 13:11:56,Belo Horizonte,BRCOMUNICACAO,Voz,-19.912672,-43.951533,4G,B28 (700MHz),9515,414,-108.7,-10.0,-0.8
201,2025-09-06 23:14:49,Rio de Janeiro,BRASTEL,Ping,-22.957609,-43.081522,4G,B28 (700MHz),9439,322,-104.1,-12.5,16.1
202,2025-09-04 09:57:54,Vitória,BRASTEL,HTTP,-20.397228,-40.375921,4G,B28 (700MHz),9445,209,-93.9,-6.4,-0.6
203,2025-09-02 21:53:38,Vitória,BRASTEL,YouTube,-20.252937,-40.354652,4G,B28 (700MHz),9617,386,-108.6,-11.0,16.6
204,2025-09-03 00:11:22,Vitória,BRASILCOM,YouTube,-20.26171,-40.275113,4G,B28 (700MHz),9489,226,-87.4,-11.5,9.8
205,2025-09-05 10:14:54,Belo Horizonte,BRCOMUNICACAO,YouTube,-19.979952,-43.899623,4G,B28 (700MHz),9420,41,-107.3,-11.3,13.1
206,2025-09-07 04:09:37,Vitória,BRASTEL,YouTube,-20.387679,-40.346026,4G,B28 (700MHz),9580,364,-104.4,-5.6,5.8
207,2025-09-08 22:26:23,Belo Horizonte,BRASILCOM,Ping,-19.869039,-43.965485,4G,B28 (700MHz),9609,176,-80.6,-11.3,4.3
208,2025-09-02 18:46:10,São Paulo,BRASILCOM,Ping,-23.504906,-46.572384,4G,B28 (700MHz),9558,287,-101.8,-13.8,17.5
209,2025-09-09 20:54:47,Brasília,BRASTEL,Ping,-15.771473,-47.792278,4G,B28 (700MHz),9560,330,-91.9,-9.0,12.8
210,2025-09-02 17:44:57,Vitória,BRCOMUNICACAO,Ping,-20.287195,-40.395795,4G,B28 (700MHz),9565,323,-90.2,-9.1,10.7
211,2025-09-10 17:27:45,Belo Horizonte,BRCOMUNICACAO,YouTube,-19.910596,-43.973128,4G,B28 (700MHz),9571,95,-107.2,-13.8,-0.3
212,2025-09-03 00:59:58,Brasília,BRCOMUNICACAO,Ping,-15.701532,-47.880227,4G,B28 (700MHz),9479,451,-79.0,-10.0,16.6
213,2025-09-04 00:15:37,Vitória,BRCOMUNICACAO,YouTube,-20.411492,-40.384694,4G,B28 (700MHz),9421,119,-106.2,-13.3,19.4
214,2025-09-01 02:14:08,Brasília,BRCOMUNICACAO,HTTP,-15.711829,-47.942365,4G,B28 (700MHz),9444,145,-87.7,-6.6,1.0
215,2025-09-05 17:25:37,Belo Horizonte,BRCOMUNICACAO,YouTube,-19.911922,-44.007549,4G,B28 (700MHz),9537,460,-102.6,-8.0,10.9
216,2025-09-08 03:56:05,Belo Horizonte,BRASTEL,YouTube,-19.918696,-44.01824,4G,B28 (700MHz),9426,142,-89.5,-9.3,3.7
217,2025-09-03 08:39:30,São Paulo,BRCOMUNICACAO,Voz,-23.480494,-46.551722,4G,B28 (700MHz),9478,390,-92.1,-10.2,19.4
218,2025-09-06 07:09:00,Rio de Janeiro,BRASTEL,YouTube,-22.870622,-43.175793,4G,B28 (700MHz),9449,293,-83.0,-13.7,18.5
219,2025-09-07 08:21:43,Belo Horizonte,BRASTEL,Voz,-19.821387,-43.960845,4G,B28 (700MHz),9516,388,-103.1,-13.2,7.6
220,2025-09-07 08:42:43,Rio de Janeiro,BRASILCOM,Voz,-22.85681,-43.184475,4G,B28 (700MHz),9511,433,-78.3,-5.5,6.8
221,2025-09-05 12:28:05,Brasília,BRASTEL,Ping,-15.850536,-47.798671,4G,B28 (700MHz),9470,339,-82.7,-6.9,11.5
222,2025-09-08 02:09:40,Vitória,BRASILCOM,Voz,-20.368346,-40.347177,4G,B28 (700MHz),9622,460,-86.8,-8.4,5.9
223,2025-09-05 14:20:26,Vitória,BRCOMUNICACAO,HTTP,-20.389118,-40.39903,4G,B28 (700MHz),9608,259,-95.0,-5.5,0.3
224,2025-09-07 11:12:10,São Paulo,BRASTEL,Ping,-23.649057,-46.607532,4G,B28 (700MHz),9573,312,-105.5,-8.6,18.7
225,2025-09-06 17:34:30,Belo Horizonte,BRASILCOM,YouTube,-19.948076,-43.928738,4G,B28 (700MHz),9591,41,-93.1,-7.5,17.6
226,2025-09-05 09:11:08,Rio de Janeiro,BRCOMUNICACAO,Ping,-22.833079,-43.189402,4G,B28 (700MHz),9436,47,-87.6,-12.0,13.2
227,2025-09-03 00:39:48,Brasília,BRASTEL,HTTP,-15.845416,-47.898656,4G,B28 (700MHz),9462,322,-76.8,-8.6,1.1
228,2025-09-05 12:59:06,Vitória,BRASILCOM,YouTube,-20.409198,-40.352036,4G,B28 (700MHz),9492,235,-95.3,-7.9,7.8
229,2025-09-02 08:31:27,Brasília,BRASILCOM,Voz,-15.763275,-47.798933,4G,B28 (700MHz),9484,27,-105.8,-10.1,1.5
230,2025-09-09 00:10:27,Vitória,BRCOMUNICACAO,HTTP,-20.363605,-40.312086,4G,B28 (700MHz),9453,68,-79.5,-12.5,0.0
231,2025-09-08 19:56:06,São Paulo,BRASILCOM,Voz,-23.533068,-46.731344,4G,B28 (700MHz),9435,214,-76.8,-9.6,1.4
232,2025-09-09 21:12:07,Brasília,BRCOMUNICACAO,Voz,-15.779847,-47.830681,4G,B28 (700MHz),9559,346,-79.5,-12.1,1.7
233,2025-09-01 15:25:44,Brasília,BRASILCOM,Ping,-15.768969,-47.825507,4G,B28 (700MHz),9599,33,-81.2,-6.9,6.3
234,2025-09-09 22:13:22,Rio de Janeiro,BRCOMUNICACAO,YouTube,-22.809649,-43.077641,4G,B28 (700MHz),9530,482,-98.1,-7.3,7.7
235,2025-09-08 11:24:14,Rio de Janeiro,BRASILCOM,Voz,-22.872537,-43.121018,4G,B28 (700MHz),9633,160,-106.0,-11.0,9.0
236,2025-09-07 21:06:15,Belo Horizonte,BRCOMUNICACAO,YouTube,-19.883842,-43.857801,4G,B28 (700MHz),9450,484,-95.0,-9.3,18.8
237,2025-09-05 21:27:34,Vitória,BRCOMUNICACAO,Ping,-20.361258,-40.339259,4G,B28 (700MHz),9623,360,-85.9,-7.3,1.5
238,2025-09-09 07:43:06,Vitória,BRASTEL,YouTube,-20.310309,-40.237515,4G,B28 (700MHz),9608,347,-104.4,-9.9,1.0
239,2025-09-06 18:35:13,Brasília,BRASTEL,HTTP,-15.730686,-47.959729,4G,B28 (700MHz),9543,415,-96.8,-8.9,1.5
240,2025-09-03 03:26:31,São Paulo,BRCOMUNICACAO,YouTube,-23.503148,-46.541311,4G,B28 (700MHz),9614,327,-75.3,-12.7,13.4
241,2025-09-01 22:06:10,Brasília,BRASTEL,Voz,-15.7989,-47.941229,4G,B28 (700MHz),9564,205,-76.9,-6.7,11.0
242,2025-09-05 19:20:29,Brasília,BRASTEL,HTTP,-15.806013,-47.922255,4G,B28 (700MHz),9631,115,-95.4,-5.7,17.6
243,2025-09-10 14:00:33,São Paulo,BRASILCOM,Ping,-23.527127,-46.725441000000004,4G,B28 (700MHz),9427,89,-109.8,-10.6,13.1
244,2025-09-10 22:52:56,São Paulo,BRASILCOM,YouTube,-23.614219,-46.538708,4G,B28 (700MHz),9416,133,-85.1,-8.8,17.8
245,2025-09-03 15:58:40,São Paulo,BRASILCOM,Ping,-23.498526,-46.602094,4G,B28 (700MHz),9503,402,-87.0,-7.2,17.5
246,2025-09-05 04:05:14,Brasília,BRASILCOM,HTTP,-15.865258,-47.909968,4G,B28 (700MHz),9443,389,-105.6,-13.2,5.3
247,2025-09-10 08:43:32,Rio de Janeiro,BRASTEL,HTTP,-22.86953,-43.105192,4G,B28 (700MHz),9437,213,-109.8,-9.4,0.8
248,2025-09-04 00:23:19,São Paulo,BRASTEL,YouTube,-23.501736,-46.622435,4G,B28 (700MHz),9505,450,-91.9,-12.0,7.9
249,2025-09-10 10:30:36,São Paulo,BRASILCOM,Voz,-23.518816,-46.589719,4G,B28 (700MHz),9473,399,-89.3,-13.2,1.6
250,2025-09-01 01:46:04,Belo Horizonte,BRCOMUNICACAO,Ping,-19.991045,-43.945923,4G,B28 (700MHz),9476,51,-106.3,-13.8,2.4
251,2025-09-06 09:55:24,Rio de Janeiro,BRCOMUNICACAO,YouTube,-22.957213,-43.22557,4G,B28 (700MHz),9427,378,-80.2,-9.4,9.7
252,2025-09-09 19:32:34,São Paulo,BRASTEL,Ping,-23.503809,-46.53385,4G,B28 (700MHz),9444,84,-83.1,-9.3,2.1
253,2025-09-05 23:07:42,Brasília,BRCOMUNICACAO,Voz,-15.77309,-47.864231,4G,B28 (700MHz),9412,152,-86.9,-6.0,17.6
254,2025-09-02 07:40:57,Brasília,BRASILCOM,Ping,-15.717334,-47.968091,4G,B28 (700MHz),9622,488,-104.6,-6.5,3.6
255,2025-09-08 19:22:26,Belo Horizonte,BRASTEL,Voz,-19.823383,-43.914604,4G,B28 (700MHz),9419,276,-108.5,-9.3,2.2
256,2025-09-10 12:19:20,Rio de Janeiro,BRASILCOM,HTTP,-22.884055,-43.243071,4G,B28 (700MHz),9508,417,-96.4,-8.9,4.8
257,2025-09-09 02:05:47,São Paulo,BRCOMUNICACAO,YouTube,-23.607891,-46.62584,4G,B28 (700MHz),9550,340,-108.7,-7.1,2.2
258,2025-09-10 12:58:18,Brasília,BRASTEL,YouTube,-15.878015,-47.849601,4G,B28 (700MHz),9625,23,-97.8,-13.9,17.1
259,2025-09-01 00:49:29,Belo Horizonte,BRASILCOM,Voz,-19.83465,-43.859485,4G,B28 (700MHz),9540,315,-107.4,-11.8,15.1
260,2025-09-07 05:06:36,Rio de Janeiro,BRASILCOM,YouTube,-22.843454,-43.096721,4G,B28 (700MHz),9461,338,-92.9,-7.0,1.5
261,2025-09-06 17:02:43,Rio de Janeiro,BRASILCOM,HTTP,-22.978971,-43.242741,4G,B28 (700MHz),9604,467,-99.3,-6.6,18.3
262,2025-09-10 02:58:44,São Paulo,BRCOMUNICACAO,HTTP,-23.614785,-46.567727,4G,B28 (700MHz),9561,437,-105.4,-5.6,13.5
263,2025-09-04 22:09:01,Rio de Janeiro,BRASILCOM,Ping,-23.006415,-43.241954,4G,B28 (700MHz),9564,285,-105.2,-8.3,13.0
264,2025-09-01 16:50:52,Rio de Janeiro,BRASILCOM,Ping,-22.936793,-43.147802,4G,B28 (700MHz),9541,148,-107.4,-7.8,2.0
265,2025-09-04 10:06:41,Brasília,BRCOMUNICACAO,Voz,-15.807656,-47.845737,4G,B28 (700MHz),9603,369,-93.2,-8.3,1.8
266,2025-09-09 23:04:57,Brasília,BRASTEL,Voz,-15.751239,-47.875405,4G,B28 (700MHz),9504,125,-100.8,-12.6,3.5
267,2025-09-09 12:19:21,Vitória,BRASTEL,Ping,-20.330212,-40.311958,4G,B28 (700MHz),9593,197,-104.3,-7.9,12.5
268,2025-09-08 13:10:42,Vitória,BRASILCOM,HTTP,-20.230865,-40.218533,4G,B28 (700MHz),9615,396,-86.5,-5.5,14.9
269,2025-09-01 20:16:22,Rio de Janeiro,BRCOMUNICACAO,YouTube,-22.840341,-43.095677,4G,B28 (700MHz),9604,150,-105.0,-8.1,11.0
270,2025-09-07 20:52:20,São Paulo,BRASILCOM,Ping,-23.455745,-46.614996,4G,B28 (700MHz),9449,296,-76.3,-5.4,9.0
271,2025-09-05 11:37:16,Belo Horizonte,BRASILCOM,YouTube,-19.94629,-43.89915,4G,B28 (700MHz),9588,73,-101.2,-10.6,12.4
272,2025-09-01 07:39:42,Brasília,BRASTEL,Voz,-15.875721,-47.934422,4G,B28 (700MHz),9464,271,-85.3,-5.2,11.3
273,2025-09-02 00:53:46,São Paulo,BRCOMUNICACAO,Ping,-23.599575,-46.660624,4G,B28 (700MHz),9563,112,-87.8,-7.5,1.8
274,2025-09-06 00:30:42,Rio de Janeiro,BRASTEL,HTTP,-22.928907,-43.206932,4G,B28 (700MHz),9420,186,-82.9,-7.8,18.0
275,2025-09-10 21:26:07,Belo Horizonte,BRASTEL,YouTube,-19.915427,-43.836608,4G,B28 (700MHz),9579,317,-83.0,-12.0,14.8
276,2025-09-07 06:45:38,Brasília,BRCOMUNICACAO,Voz,-15.860311,-47.91668,4G,B28 (700MHz),9425,23,-81.2,-6.2,11.3
277,2025-09-02 23:42:33,Vitória,BRASTEL,YouTube,-20.270782,-40.239237,4G,B28 (700MHz),9528,156,-103.0,-6.0,19.1
278,2025-09-01 01:11:11,Vitória,BRASTEL,Ping,-20.407381,-40.375977,4G,B28 (700MHz),9562,414,-97.6,-7.3,17.2
279,2025-09-04 20:22:48,Brasília,BRCOMUNICACAO,YouTube,-15.836947,-47.881049,4G,B28 (700MHz),9589,361,-76.9,-6.6,2.3
280,2025-09-09 03:47:14,Brasília,BRASILCOM,YouTube,-15.709081,-47.947496,4G,B28 (700MHz),9632,26,-92.0,-7.9,-0.8
281,2025-09-04 03:14:33,Belo Horizonte,BRASILCOM,Voz,-19.901033,-43.851062,4G,B28 (700MHz),9431,191,-100.1,-13.3,16.8
282,2025-09-06 02:51:23,Brasília,BRASTEL,Voz,-15.837011,-47.965289,4G,B28 (700MHz),9418,465,-103.2,-10.9,19.6
283,2025-09-10 15:08:48,Belo Horizonte,BRASILCOM,HTTP,-19.890962,-43.896433,4G,B28 (700MHz),9612,67,-102.1,-7.4,2.8
284,2025-09-07 15:35:49,Rio de Janeiro,BRCOMUNICACAO,Voz,-22.877175,-43.114397,4G,B28 (700MHz),9419,440,-105.1,-11.9,6.4
285,2025-09-10 10:26:30,Rio de Janeiro,BRASILCOM,HTTP,-22.947162,-43.190702,4G,B28 (700MHz),9501,439,-75.7,-6.6,10.6
286,2025-09-05 08:40:59,Belo Horizonte,BRASILCOM,Voz,-19.995851,-44.001239,4G,B28 (700MHz),9646,52,-77.8,-8.5,12.5
287,2025-09-09 21:49:50,Brasília,BRASTEL,HTTP,-15.70925,-47.928409,4G,B28 (700MHz),9458,8,-108.7,-6.8,6.1
288,2025-09-04 12:53:41,São Paulo,BRASILCOM,Ping,-23.560906,-46.718019,4G,B28 (700MHz),9463,437,-88.5,-9.3,19.3
289,2025-09-07 02:45:52,Brasília,BRASTEL,Ping,-15.766607,-47.908346,4G,B28 (700MHz),9515,11,-89.4,-5.8,18.8
290,2025-09-03 15:19:30,Vitória,BRASTEL,Ping,-20.354558,-40.370152,4G,B28 (700MHz),9534,125,-86.4,-8.6,2.8
291,2025-09-05 18:55:46,São Paulo,BRASTEL,Ping,-23.531551,-46.540959,4G,B28 (700MHz),9616,74,-91.8,-6.4,5.8
292,2025-09-03 22:19:14,Brasília,BRASTEL,YouTube,-15.84321,-47.805024,4G,B28 (700MHz),9648,224,-86.2,-13.1,18.6
293,2025-09-06 04:17:32,São Paulo,BRASTEL,HTTP,-23.59182,-46.620026,4G,B28 (700MHz),9456,34,-82.2,-11.8,11.7
294,2025-09-03 15:04:21,Rio de Janeiro,BRASTEL,Ping,-22.891698,-43.161756,4G,B28 (700MHz),9612,428,-75.3,-5.1,5.7
295,2025-09-07 01:23:17,Rio de Janeiro,BRASTEL,Ping,-22.975109,-43.250718,4G,B28 (700MHz),9516,75,-103.8,-13.3,3.0
296,2025-09-02 04:40:08,Belo Horizonte,BRCOMUNICACAO,Voz,-19.953723,-43.953783,4G,B28 (700MHz),9547,408,-105.6,-7.9,17.2
297,2025-09-05 03:37:23,Rio de Janeiro,BRASTEL,Ping,-22.856296,-43.196134,4G,B28 (700MHz),9652,165,-79.9,-7.8,15.9
298,2025-09-02 07:38:02,São Paulo,BRCOMUNICACAO,Voz,-23.583257,-46.729166,4G,B28 (700MHz),9638,286,-88.6,-10.3,18.1
299,2025-09-06 06:11:28,Rio de Janeiro,BRCOMUNICACAO,Ping,-22.881931,-43.220641,4G,B28 (700MHz),9570,278,-76.6,-6.1,18.5
300,2025-09-06 07:58:34,Rio de Janeiro,BRCOMUNICACAO,YouTube,-22.961926,-43.179569,4G,B28 (700MHz),9423,10,-96.8,-9.2,4.7
301,2025-09-07 09:14:10,Brasília,BRASTEL,YouTube,-15.727223,-47.876572,4G,B28 (700MHz),9536,278,-83.3,-7.8,6.1
302,2025-09-08 03:06:17,Belo Horizonte,BRASILCOM,HTTP,-19.943712,-43.955426,4G,B28 (700MHz),9511,219,-104.3,-8.5,19.7
303,2025-09-08 03:22:29,Rio de Janeiro,BRASTEL,Ping,-22.828579,-43.253012,4G,B28 (700MHz),9493,446,-93.3,-5.2,6.4
304,2025-09-05 18:06:46,Vitória,BRASTEL,Ping,-20.220722,-40.343605,4G,B28 (700MHz),9509,302,-81.3,-5.5,13.2
305,2025-09-06 23:12:56,Vitória,BRASILCOM,Voz,-20.351917,-40.279624,4G,B28 (700MHz),9573,328,-103.5,-12.4,11.8
306,2025-09-03 13:55:56,Brasília,BRASTEL,HTTP,-15.758673,-47.792688,4G,B28 (700MHz),9655,264,-85.9,-10.3,16.9
307,2025-09-10 15:23:37,Belo Horizonte,BRASILCOM,Voz,-19.991135,-44.030401,4G,B28 (700MHz),9604,90,-109.9,-7.8,14.7
308,2025-09-09 06:31:59,São Paulo,BRASTEL,Ping,-23.538372,-46.609418,4G,B28 (700MHz),9648,48,-107.0,-10.7,12.2
309,2025-09-04 09:16:41,Belo Horizonte,BRASTEL,HTTP,-19.99939,-43.954336,4G,B28 (700MHz),9463,376,-86.6,-7.7,15.7
310,2025-09-01 04:33:26,Vitória,BRCOMUNICACAO,HTTP,-20.350621,-40.252193,4G,B28 (700MHz),9540,68,-96.6,-6.2,3.2
311,2025-09-10 20:39:18,Brasília,BRCOMUNICACAO,Ping,-15.728897,-47.962733,4G,B28 (700MHz),9431,132,-103.6,-8.7,10.9
312,2025-09-09 00:04:05,Brasília,BRCOMUNICACAO,YouTube,-15.744507,-47.930475,4G,B28 (700MHz),9473,299,-101.0,-11.5,18.7
313,2025-09-09 01:07:36,Brasília,BRCOMUNICACAO,Voz,-15.722194,-47.939749,4G,B28 (700MHz),9599,72,-97.8,-12.8,5.4
314,2025-09-05 16:13:42,São Paulo,BRASTEL,HTTP,-23.483758,-46.573111,4G,B28 (700MHz),9611,351,-80.0,-10.6,1.9
315,2025-09-02 20:08:57,Rio de Janeiro,BRASILCOM,Ping,-23.005163,-43.094478,4G,B28 (700MHz),9541,110,-82.7,-10.6,1.8
316,2025-09-02 14:04:49,São Paulo,BRASTEL,Voz,-23.624777,-46.703266,4G,B28 (700MHz),9571,22,-77.0,-13.2,-0.8
317,2025-09-07 01:37:45,São Paulo,BRCOMUNICACAO,HTTP,-23.609513,-46.730304,4G,B28 (700MHz),9454,106,-108.9,-11.3,8.5
318,2025-09-07 23:56:21,Rio de Janeiro,BRASTEL,Ping,-22.920849,-43.241574,4G,B28 (700MHz),9552,225,-95.3,-7.1,12.2
319,2025-09-02 06:19:42,Brasília,BRASILCOM,Voz,-15.776078,-47.916071,4G,B28 (700MHz),9655,252,-97.7,-13.8,8.9
320,2025-09-09 17:05:22,São Paulo,BRCOMUNICACAO,HTTP,-23.48299,-46.57395,4G,B28 (700MHz),9528,471,-82.7,-13.9,16.2
321,2025-09-03 07:40:31,Vitória,BRCOMUNICACAO,HTTP,-20.220743,-40.298579,4G,B28 (700MHz),9510,438,-82.2,-5.7,5.5
322,2025-09-10 03:28:40,Rio de Janeiro,BRASTEL,Voz,-22.830951,-43.171979,4G,B28 (700MHz),9637,232,-79.5,-13.6,9.7
323,2025-09-05 17:16:26,Belo Horizonte,BRASILCOM,HTTP,-19.976683,-43.914738,4G,B28 (700MHz),9458,193,-80.2,-7.5,-0.1
324,2025-09-10 18:25:22,Rio de Janeiro,BRCOMUNICACAO,HTTP,-22.964132,-43.236615,4G,B28 (700MHz),9507,288,-101.4,-9.6,8.7
325,2025-09-09 17:31:59,Brasília,BRCOMUNICACAO,Ping,-15.737686,-47.891219,4G,B28 (700MHz),9557,334,-109.0,-12.8,2.0
326,2025-09-10 20:16:42,Vitória,BRASILCOM,Voz,-20.305113,-40.320973,4G,B28 (700MHz),9422,370,-98.8,-5.6,5.7
327,2025-09-06 12:40:10,Brasília,BRASILCOM,Ping,-15.740456,-47.928115,4G,B28 (700MHz),9540,46,-81.5,-10.6,2.9
328,2025-09-04 03:06:51,Vitória,BRASTEL,HTTP,-20.267988,-40.223929,4G,B28 (700MHz),9516,298,-108.7,-10.7,17.5
329,2025-09-09 20:42:07,Belo Horizonte,BRCOMUNICACAO,Ping,-19.894877,-43.979521,4G,B28 (700MHz),9631,451,-92.7,-8.9,7.1
330,2025-09-09 17:54:25,São Paulo,BRASILCOM,Ping,-23.525638,-46.547278,4G,B28 (700MHz),9414,178,-80.8,-12.4,17.8
331,2025-09-07 23:15:04,Vitória,BRASILCOM,YouTube,-20.388299,-40.386395,4G,B28 (700MHz),9585,441,-80.5,-13.8,3.5
332,2025-09-06 11:46:00,Rio de Janeiro,BRCOMUNICACAO,HTTP,-22.902962,-43.16612,4G,B28 (700MHz),9616,418,-105.2,-6.5,19.1
333,2025-09-09 14:34:36,São Paulo,BRASTEL,Ping,-23.534843,-46.65102,4G,B28 (700MHz),9444,320,-94.8,-7.0,14.6
334,2025-09-05 00:38:08,Belo Horizonte,BRASILCOM,HTTP,-19.989593,-43.844376,4G,B28 (700MHz),9638,438,-86.6,-5.6,-0.1
